url,Value_1,Number,Addr,Email,website
http://www.haldwani.co.in/haldwani-directory.php?cat=Chartered+Accountants,"Shree R. K. Bahuguna",222690,":: Hotel President, Sharda Market",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Chartered+Accountants,"Shree Prashant Kacker",224116,":: Durga City Centre, Nainital Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Chartered+Accountants,"Shree Manoj Joshi",222292,":: Hall II Durga City Center, Nainital Road",NULL,www.manojvatsalco-ca.com
http://www.haldwani.co.in/haldwani-directory.php?cat=Chartered+Accountants,"Shree Arvind Kumar Saxena",222363,":: 6-515/5, Jagdamba Nagar",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Chartered+Accountants,"Shree Vijay Kumar Bansal",220846,":: Bhawani Ganj Rampur Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Chartered+Accountants,"Shree Mukesh Kumar",224588,":: 3/120 Gura Nanakpura",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Chartered+Accountants,"Shree Neeraj Sharda",222518,":: Teri Pulia, Nainital Road, Kathgodam",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,"Brain Wave Academy","9897054255, 9837158054",":: Subash Nagar",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,"Gaurav Tutorials",NULL,":: Heera Nager",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,"Joshi Classes",254077,":: Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,"Mathmatica Coaching Center",NULL,":: Kaladhungi Road, Mukhani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,"Pankaj Coanching Center",NULL,NULL,NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,"Shri Chitrakala",NULL,":: Nawabi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,"Student Corrner",NULL,":: Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,"Target Classes Pvt. Ltd.",282288,":: Amrawati Colony, Talli Bamori",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,"Target I. A. S.",NULL,":: Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,"S. K. V. M.",9837206837,":: Behind S. B. I., Malla Gorakhpur",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,Nalanda,NULL,":: Kathgodam",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,TAKSHASHILA,"223815, 9412439036, 9412410626.",":: Mukhani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,"N I C T",NULL,":: Shees Mahal",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,Arunima,NULL,":: Jail Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,"Career Lamachur",255890,":: K. D. Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,"Dimension Coaching",NULL,":: Tikonia",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,"Impulse Classes",NULL,":: Talli Bamori",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,"Quantum Coaching Classes",224833,":: Cananl Road Tikonia",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,"Manoj Sir Ki Class",263591,":: Ashok Vikas",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,Mathmatica,221306,":: Mukhani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,"Chandni Sahani Classes",NULL,":: Talli Bemori",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Coaching+Classes,"Rao's I. A. S.",NULL,":: Kalawati Colony",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Aradna Computer",NULL,":: Mukhani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Arena Multimedia",281175,":: Gurunanak Pura",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Bailingual Computers",255047,":: Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Big Byte",NULL,":: Jagdamba Nagar",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Big Byte",NULL,":: Kusumkhera",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Cyber Comp. Inst.",266309,":: Malli Kathgodam",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Digital C. C. Software System",254449,":: 8/334 New Heera Nagar",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"E - Shiksha",NULL,":: Ramlila Mohalla, K M O U Station",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"E MIND Infotech Computer",222606,":: Opp. GGIC, Kaladhungi Road,",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Excel Computer Ins.",9897002022,":: Malli Kathgodam",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Future Point",255516,":: Bhawani Ganj Patel Chowk",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Hiltron Cale",NULL,":: Malla Gorakhpur",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"I I C M A T Computer",NULL,":: Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Jagdamba Computers & Graphics",229157,":: Kushumkhera",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Kumaon Computer Inst",266736,":: Malli Kathgodam",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Kurmanchal Hardware Institute",NULL,":: Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"M. J. Cyber Point",NULL,":: Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Manas Computer Center",281482,":: Tikonia",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,NIIT,280036,":: Bardipura",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Net Com Computers",227518,":: Mukhani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"R. C. M. Computer Inst.",NULL,":: Nawabi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Shri Hari Computer & Printers",229262,":: Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Takshila Cyber Zone",NULL,":: Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Techno Mind Rampur Road,",9837150412,":: Gali No. 7",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Vikranta Computer Centre",9837047929,":: Rampur Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"Vishnu Computers",NULL,":: Mukhani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Coaching,"SIIT Computer Education",9412959182,":: Unchapul",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Hardware,"Super Teach Computer",05946-228194,":: Savitri City Centre Jail Road Chauraha, Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Hardware,"Cyber World",NULL,NULL,NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Hardware,"Hill Tech",9412085532,":: 94-95 Jagnath Market , Near G.G.I.C. Kaladhungi Road",hilltech@rediffmail.com,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Hardware,"Satyam Computers",NULL,NULL,NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Hardware,"Hi-Tech Computer World","9758351119, 9219590979",":: Ist Floor Sunori Complex, Near Shiv Mandir, Nawabi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Hardware,"Techno Home",05946-310899,":: Near N.C.C Quater Bhotia Parav",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Hardware,"satyam Computers",9411107698,":: kapil complex",bsatyam.comp@rediffmail.com,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Hardware,"Ambika Computer & Cabletronics","9412034673, 9997231760",":: Ist Floor Nagar Palika Market, Tikonia Chauraha",djoshi19@gmail.com,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Hardware,"Hilltech Services","05946254632, 9412085532",":: 94-95 Jagnath Market , Near G.G.I.C. Kaladhungi Road",hilltech@rediffmail.com,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Hardware,"Comps & Keys","05946322563,9837630848, 9412679460",":: Savitri City Center, Jail Road Chauraha, Kaladhungi Road",compsnkeys@rediffmail.com,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Computer+Hardware+%26+Mobile+Technology,"Institute of Hardware Technology",5946283810,":: B 19 IInd Floor Durga City Centre",iht_haldwani@ihtindia.com,www.ihtindia.com
http://www.haldwani.co.in/haldwani-directory.php?cat=Crockery+Stores,"Aakarsan Crockery",251047,":: Kaladhungi Churaha",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Crockery+Stores,"Bombay Crockery",255355,":: Mangal Parao Chauraha",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Crockery+Stores,"Chadda Crockery",NULL,":: Rampur Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Crockery+Stores,"Gagan Collection",252926,":: Mangal Parao",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Crockery+Stores,"Kamal Crockery",NULL,":: Meera Marg",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Crockery+Stores,"Kohli Crockery",223052,":: Bareilly Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Cyber+Cafe,"Sri Sai Cyber Villa",05946-283722,":: Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Cyber+Cafe,"Harsh Cyber Cafe",9359411615,":: Baba Shopping Complex Mukhani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Cyber+Cafe,"Preet cyber cafe",284349,":: Kapil complex , mukhani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Cyber+Cafe,"G  communication",254074,":: Durga city center",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Cyber+Cafe,"Sampark Cyber Cafe",9319773575,":: U-20, Durga City Center haldwani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Cyber+Cafe,"Cyber Home",222802,":: Bhotia Parao",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Cyber+Cafe,"Harshit Cyber Cafe",284388,":: Durga City Center",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Cycle+Dealers,"Rafeek Cycle Store",252278,":: Bareilly Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Cycle+Dealers,"Sonu Cycle Store",251604,":: Bareilly Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Cycle+Dealers,"Umesh Cycle Works",283409,":: Rampur Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Cycle+Dealers,"Vijay Cycle",NULL,":: Pilikhothi",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Anil Agarwal Child Clinic,",250334,":: Naya Bazar",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Anil Sah Minakshi Hospital",NULL,":: Behind Church",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Ajeet Agarwal Sunderlal Traders,",221111,":: Civil Lines",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Ajay Pandey Child Care Centre,",229289,":: Kaladhugi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr.Amar Pal S. Anand",220828,":: 13/25 Gurunanak Pura, Haldwani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Mrs. Aprazita Rawal",263183,":: Aarjun Nursing Home, K.D. Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Arun Kapoor",280309,":: Gali No. 2, Rampur Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. A. N. Saxena",223483,":: Rampur Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. B.C. Pande",NULL,":: Railway Bazar, Haldwani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. B. C. Pant",250126,":: Pant Dentel Care, Mangal Parao",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Bhandari",NULL,":: City Hospital, Teenpani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Mrs. Bhandari Modhu",NULL,":: City Hospital, Abdulla Building",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Bhandari R.C. Eye Clinic",227942,":: Badripura",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. D. C. Pant",254175,":: Consul Poly Clinic, Nainital Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Devesh Loshali",232633,":: Gora Paraw, Near Jeevandan",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Mrs. Seema",232633,":: Loshali Hospital",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. G. K. Joshi",220667,":: Joshi Bone Hospital, K. D. Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Mrs. G.K. Khurana",250089,":: Khurana Maternity & Nursing Home",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Govind Chachwani",52157,":: Subhash Nagar",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Abhinandan Bhawan,",220521,":: Behind National",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. H. C. K. Joshi",NULL,":: Insurance Building, Tikonia",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. H. S. Agarwal",250065,":: Agarwal X-Ray Sahukara Line",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. H. S. Chaddha",250704,":: Near Jai guru Hotel",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Harish Sati",251099,":: Haldwani Diagnostic Centre,",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. J. C. Pandey",220299,":: ENT Hospital, Pilikothi",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"JAGDAMBA Heart Care & Maternity Centre",282555(R)282855(O)9837067927(Mob),":: Kapil Complex, Mukhani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. J.S. Khurana",222426,":: Krishna Nursing Home Gurunanak Pura",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Mrs. R. K. Khurana",221930,":: Krishna Nursing Home Gurunanak Pura",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. K. C. Lohani",222255,":: Subhash Nagar, Haldwani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. K. C. Sharma",221072,":: Gali No. 2, Rampur Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Krishna Sah",221456,":: Sri Ram Hospital, Tikonia",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Kundan Lal",250059,":: Meera Marg",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. M. C. Sati",254408,":: Tera Hospital Bareilly Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Mohan Sati Sai",263323,":: Orthocare Centre, Mukhani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Mrs. Alka Sati",263323,":: Sai Orthocare Centre, Mukhani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Mrs. Jaishree Tweari",263674,":: Tewari Maternity Centre, Mukhani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. M, C. Tewari",263674,":: TMC, Mukhani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Manoj Joshi",280362,":: Physician, Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Nisha Joshi",224066,":: Pathology Clinic, Kaladhuni Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Pratibha Juyal",NULL,":: Getwell Nursing Home, Heera Nagar",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Mrs. Saroj Agarwal",255223,":: Mangal Parao",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr.R.C. Gupta",281208,":: Avas Vikas,",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. R. c. Kapoor",251065,":: Mangal Parav",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. R. J. K. Singh",220209,":: Sitapur Eye Hospital,",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Mrs. R. K. Khurana",222426,":: Krishna Nursing Home",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. R. N. Mehrotra",221183,":: Mehrota Eye Hospital, Nawabi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Raghav Pandey",225496,":: Raghav Patholegy, K.D. Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Sandeep Agarwal",NULL,":: Balaji Hospital Bareilly Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Sanjay Juyal",NULL,":: Krishna Hospital",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. S. K. Agarwal",252315,":: Krishna Hospital",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"S. K. Gupta",221040,":: Gupta Nursingh Home Tikonia",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Sanjay Gupta",NULL,":: Managal Parao",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. S. K. Makhijani",250834,":: C/o Mr. Sushil Agarwal",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. S. C. Mittal",222114,":: Gupta Nursing Home Tikonia",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Shailendra Bhandari",NULL,":: Pande Niwas Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Siddarth",NULL,":: Krishna Hospital Bhotia Paraw",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Skwets Pande",NULL,":: Krishna Hospital Bhotia Paraw",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Doctors+%26+Clinic,"Dr. Mrs. Neeraj Pandey",220299,":: ENT Hospital & Maternity Centre",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Drycleaners,"Diamand Drycleaner",NULL,":: Sharda Market",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Drycleaners,"Rana Drycleaners",NULL,":: Rampur Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Drycleaners,"Reegal Dry Cleaners & Drappers",NULL,":: Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Drycleaners,"Swift Drycleaners",252066,":: Bareilly Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Drycleaners,"Swift Drycleaners",NULL,":: Prem Cinema Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Drycleaners,"Sunlight Drycleaners",263348,":: Lal Dhat Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Drycleaners,"Tandon Drycleaners",NULL,":: Meera Marg",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Drycleaners,"Sunrise Drycleaners",NULL,":: Meera Marg",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Electronic+Weighing+Scale+%26+Weigh+Bridge,"CEDS Traders",9837512236,":: Unchapul, Kaladhungi Road",cedstraders@rediffmail.com,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=English+speaking,Ascent,225039,":: Nainital Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=English+speaking,Bilingual,NULL,":: Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=English+speaking,"Camaradre Mukhani",NULL,":: Near Degree College",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=English+speaking,Cambridge,9412087367,NULL,NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=English+speaking,"N I C T",NULL,":: Sheesh Mahal",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=English+speaking,"Jyofer Home",9412959279,":: Mukhani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Agrawal Paint House",220031,":: Rampur Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Amar Sons",225107,":: Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Amit Agencies",222958,":: Mangal Parao",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"B. K. G. Traders",221873,":: Hydle Gate",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Bharat Traders",252664,":: Mandi Gate",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Chetan H/W & Paint",261449,":: Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Chunni Lal Devraj",250029,":: Patel Chowk",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"D. R. Traders",261611,":: Kusum Khera",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Dhani Prem Builders",221493,":: Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Durga Iron Works",263101,":: Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Haldwanmi Pipe & Fitting",220784,":: Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Haldwani Steel Industries",222445,":: Teripulia",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"J. K. Traders",251910,":: Bareilly Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Jai Singh & Company",252278,":: Mangal Parao",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Jai Singh & Sons",252155,":: Mangal Parao",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Jain Iron & Hardware",221851,":: Kathgodam",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Joginder Singh & Co.",250132,":: Chowk Bazar",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"K. G. Hardware",251878,":: Mandi Gate",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Kabeer Assoeiates",252303,":: Mangal Parao",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Kabeer Brothers",223450,":: Kaladhungi Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Kapoor & Sons",221699,":: Mukhani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Kapoor Enterprises",221698,":: Mukhani",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Khandelwal Brothers",250215,":: Railway Bazar",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Kissan Industries",250251,":: Arya Samaj Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Kohli Paints",250224,":: Nainital Road",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Kumaon Paints & H/W",251981,":: Chowk Bazar",NULL,NULL
http://www.haldwani.co.in/haldwani-directory.php?cat=Hardware+%26+Panit+Shop,"Laxman Das Suraj Prakesh",254134,":: Patel Chowk",NULL,NULL
